variant.id,chr,pos,n.obs,freq,MAC,Score,Score.SE,Score.Stat,Score.pval,Est,Est.SE,PVE
11,1,21745,1518,0.6538208168642952,1051,-4.786962918015985,8.357461499030293,-0.5727771427450082,0.5667955973095908,-0.06853482278218892,0.1196535574966189,2.7668134635257046e-4
12,1,75465,1518,0.3316864295125165,1007,6.902207138381867,8.363410172408766,0.825286216518775,0.40920911528653314,0.09867819460074172,0.11956845107263077,5.744043320274556e-4
13,1,75629,1518,0.330368906455863,1003,7.394821277551053,8.366911591694379,0.8838173077975038,0.37679484172165445,0.10563244252214242,0.11951841357959067,6.587695657582736e-4
14,1,84637,1518,0.14756258234519104,448,-0.36779946042970435,6.017917567066051,-0.061117397560003416,0.9512657138019882,-0.010155904742610211,0.16617043833778128,3.1502007422266786e-6
15,1,126289,1518,0.1478919631093544,449,-0.7063688520077167,6.025194199961858,-0.11723586469830106,0.906673146948881,-0.019457607640106143,0.1659697541377721,1.1591229507481733e-5
16,1,126406,1518,0.9018445322793149,298,11.42462860786136,5.226385843299599,2.1859520040044718,0.028819116959418675,0.41825308531457456,0.191336810940209,0.004029858222488871
17,1,126409,1518,0.9008563899868248,301,11.301549963676736,5.257800214783337,2.149482578645763,0.03159616562629392,0.4088178498304426,0.19019360933272125,0.0038965152657927196
18,1,126442,1518,0.09914361001317523,301,-11.301549963676791,5.257800214783337,-2.149482578645774,0.03159616562629309,-0.4088178498304446,0.19019360933272125,0.003896515265792758
19,1,126708,1518,0.08069828722002635,245,-11.386253842439524,4.8755047733373535,-2.3353999989308734,0.019522534487564448,-0.47900681211563223,0.20510696768644235,0.004599716597494963
110,1,126711,1518,0.49110671936758893,1491,4.510020921704712,8.663629367437197,0.5205694669552592,0.6026667239362816,0.06008676558947139,0.11542506697696045,2.2854193836837236e-4
111,1,127241,1518,0.4575098814229249,1389,7.816902206121934,8.743728823559746,0.8940009878919734,0.3713213625938502,0.10224482093762005,0.11436768227595605,6.74038215841406e-4
112,1,145739,1518,0.22661396574440051,688,20.181746178295782,7.644908244797533,2.6398938394100075,0.008293200098133582,0.34531399918455424,0.1308060172835317,0.0058773485654093375
113,1,185078,1518,0.25,759,-10.432207895036143,7.3934282436190335,-1.411010907428466,0.15824139787182434,-0.19084663581421138,0.1352552519682678,0.001679071789034184
