variant.id,chr,pos,n.obs,freq,MAC,Score,Score.SE,Score.Stat,Score.pval,Est,Est.SE,PVE
11,1,21745,1518,0.6538208168642952,1051,-1.088189951580198,4.247496253605163,-0.25619562363511705,0.7977997877260777,-0.06031685688190191,0.23543281507340388,5.592540876618368e-5
12,1,75465,1518,0.3316864295125165,1007,0.4558982413542943,4.231779604902223,0.10773203803576345,0.9142082547293892,0.025457856527065673,0.23630720249267456,9.889071227964393e-6
13,1,75629,1518,0.330368906455863,1003,0.6147341821385923,4.233751062205303,0.14519847130983315,0.8845541728624273,0.03429546734715226,0.23619716542311622,1.7963453806922983e-5
14,1,84637,1518,0.14756258234519104,448,-1.2273853316762138,3.199766365138438,-0.38358592210000647,0.7012853758208831,-0.11987935315502656,0.31252281757038064,1.2536926310894054e-4
15,1,126289,1518,0.1478919631093544,449,-2.246693370542088,3.1902576795960527,-0.7042357063854987,0.48128599805556094,-0.2207457130781575,0.313454303831225,4.2257308843638434e-4
16,1,126406,1518,0.9018445322793149,298,-1.1489074774609636,2.7305987053965026,-0.4207529561888274,0.6739354871344089,-0.1540881695128948,0.3662200520434191,1.5084124402192357e-4
17,1,126409,1518,0.9008563899868248,301,-1.046507543477147,2.741733672951678,-0.3816955504472849,0.7026872008853462,-0.13921685910373693,0.36473272727595984,1.2413662909175382e-4
18,1,126442,1518,0.09914361001317523,301,1.0465075434774163,2.741733672951678,0.3816955504473831,0.7026872008852734,0.13921685910377277,0.36473272727595984,1.2413662909181768e-4
19,1,126708,1518,0.08069828722002635,245,2.133942661477071,2.474733138794285,0.8622920298051812,0.38852683753823586,0.34843838969453433,0.40408397346924047,6.335406667685144e-4
110,1,126711,1518,0.49110671936758893,1491,-0.832458337568103,4.434809725619256,-0.18771004599343039,0.8511039546967901,-0.04232651626721583,0.22548881730441428,3.0022080540967313e-5
111,1,127241,1518,0.4575098814229249,1389,1.6586372662030278,4.456624383426815,0.37217344866916025,0.7097637133539471,0.08351016748308197,0.224385075780399,1.1802024912570089e-4
112,1,145739,1518,0.22661396574440051,688,1.1333859859861446,3.842420340691125,0.29496668388505504,0.7680193303822798,0.07676585530254618,0.2602526302003005,7.413301869816879e-5
113,1,185078,1518,0.25,759,0.401520369456548,3.849444932543834,0.10430604320691263,0.9169264822901281,0.027096385332101354,0.25977771276732325,9.270105900018397e-6
114,1,185117,1518,0.2503293807641634,760,0.367448152345219,3.849189364389453,0.09546117833137642,0.923948524599177,0.024800333081695033,0.2597949607913398,7.764604425266443e-6
115,1,185522,1518,0.08333333333333333,253,2.8627420108634087,2.513825776569427,1.138798892726027,0.2547870437547034,0.4530142475824738,0.39780004219889975,0.001104993760948476
116,1,252326,1518,0.08168642951251646,248,1.9958831615665176,2.516410139452333,0.7931470034534586,0.42769218025703326,0.31518987744425386,0.3973915000269544,5.360102924352507e-4
117,1,252382,1518,0.09980237154150198,303,1.2549006376801888,2.7349389872170393,0.458840450754305,0.646348744257958,0.16776990378904286,0.36563886970566706,1.7938624907174296e-4
118,1,260815,1518,0.3326745718050066,1010,1.728736602703444,4.189615567056159,0.4126241596715624,0.6798819976393895,0.09848735595602476,0.2386853838961296,1.4506914761004057e-4
119,1,272119,1518,0.2318840579710145,704,0.614279258269876,3.8637506624218085,0.15898522237582594,0.8736805165790535,0.04114789909247756,0.2588158728061395,2.1536705570458167e-5
