variant.id,chr,pos,n.obs,freq,MAC,Score,Score.SE,Score.Stat,Score.pval,Est,Est.SE,PVE
11,1,21745,1518,0.6538208168642952,1051,1.399738482550117,5.153452636952856,0.2716117875059694,0.7859205349693309,0.05270481881571508,0.19404466683743152,9.527670692265334e-5
12,1,75465,1518,0.3316864295125165,1007,-0.5651146368795925,5.137911527740805,-0.10998917241536846,0.9124179619739436,-0.021407369866435183,0.1946316114243623,1.5623897436890707e-5
13,1,75629,1518,0.330368906455863,1003,-0.37068989579529177,5.139623113947196,-0.07212394519539088,0.9425032703365428,-0.014032924904487827,0.19456679562482682,6.718130876502019e-6
14,1,84637,1518,0.14756258234519104,448,3.9768027332327365,3.8249696793254877,1.0396952307172338,0.29848151708500836,0.27181790128610334,0.2614399809245925,0.001396052061515768
15,1,126289,1518,0.1478919631093544,449,3.9791200149252357,3.8142950007737553,1.0432124453190026,0.2968499107475367,0.27350072427732514,0.2621716463454304,0.0014055135267660355
16,1,126406,1518,0.9018445322793149,298,-1.8795106739393743,3.4240660587140024,-0.5489119198375728,0.58306589759452,-0.16030996786426807,0.29205044028139343,3.891301076802194e-4
17,1,126409,1518,0.9008563899868248,301,-1.7704658345595172,3.4335459320785664,-0.5156377312499588,0.6061074524713161,-0.15017644774532174,0.29124410151537705,3.4338307742340493e-4
18,1,126442,1518,0.09914361001317523,301,1.7704658345597566,3.433545932078566,0.5156377312500287,0.6061074524712674,0.15017644774534206,0.2912441015153771,3.433830774234979e-4
19,1,126708,1518,0.08069828722002635,245,0.3216738049144024,3.15206985888894,0.1020516103116407,0.9187157097791786,0.03237606235910408,0.3172518518839192,1.3450215253589635e-5
110,1,126711,1518,0.49110671936758893,1491,2.033551388293516,5.3625306763644804,0.3792148727943798,0.7045283080563481,0.07071565566343165,0.18647911972001036,1.8572066700597276e-4
111,1,127241,1518,0.4575098814229249,1389,3.4476422476576682,5.37845442586176,0.6410098468214261,0.5215162854203383,0.11918105018036305,0.18592701932949363,5.30663127956738e-4
